HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Object,Input.Overview,Answer.“Activity”,Approve,Reject
3Z33IC0JC0W0A5G54RYG95XPS01V9Z,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 04:10:07 PST 2021,3,BatchId:4364774;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 05:10:07 PDT 2021,,,3WMINLGALCDL2ZI4VIMC4SG7IAECAQ,AKSLU0C30G3JT,Submitted,Fri Mar 12 04:13:09 PST 2021,Fri Mar 12 04:13:32 PST 2021,Mon Mar 15 05:13:32 PDT 2021,,,,23,0% (0/0),0% (0/0),0% (0/0),,"Set out by kayak on a birding tour of St Thomas' Mangrove Lagoon—a wonderfully unspoiled ecosystem. Keep an eye out for yellow warblers, hummingbirds and heron while paddling its winding channels, learning about bird migration patterns as you go. Use binoculars to search for pelicans nesting in nearby trees or watch stingrays glide gracefully by in the surrounding waters. This enchanting tour takes place at sunset, when the Caribbean sky bursts into a colorful array of oranges, pinks and reds and there's often a flurry of bird activity.",/kayak,,
3Z33IC0JC0W0A5G54RYG95XPS01V9Z,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 04:10:07 PST 2021,3,BatchId:4364774;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 05:10:07 PDT 2021,,,3ZWFC4W1UVHK4SOVOVYZ7OQKFRUFRC,A3U5D83UGFY23Y,Submitted,Fri Mar 12 04:16:41 PST 2021,Fri Mar 12 04:17:10 PST 2021,Mon Mar 15 05:17:10 PDT 2021,,,,29,0% (0/0),0% (0/0),0% (0/0),,"Set out by kayak on a birding tour of St Thomas' Mangrove Lagoon—a wonderfully unspoiled ecosystem. Keep an eye out for yellow warblers, hummingbirds and heron while paddling its winding channels, learning about bird migration patterns as you go. Use binoculars to search for pelicans nesting in nearby trees or watch stingrays glide gracefully by in the surrounding waters. This enchanting tour takes place at sunset, when the Caribbean sky bursts into a colorful array of oranges, pinks and reds and there's often a flurry of bird activity.",/bird,,
363A7XIFV4WEFOQAWXCG5089YIJVAE,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 04:10:07 PST 2021,3,BatchId:4364774;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 05:10:07 PDT 2021,,,338JKRMM279CJ7TKHA0DFJDNV2JHA4,AXEZ31YCS9PJA,Submitted,Fri Mar 12 04:14:08 PST 2021,Fri Mar 12 04:17:39 PST 2021,Mon Mar 15 05:17:39 PDT 2021,,,,211,0% (0/0),0% (0/0),0% (0/0),,"Enjoy a day of stunning reefs and beaches at Catalina Island. On this tour you will explore the “The Wall” & “Aquarium”, two reefs excellent for all levels of diving. 

This excursion is highly recommended for cruise ship guests, as the peer is situated right next to our dive center (5-min walk), provides a perfect infrastructure, no transportation required (therefore not included), ideal for divers and non-divers.",/driving,,
363A7XIFV4WEFOQAWXCG5089YIJVAE,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 04:10:07 PST 2021,3,BatchId:4364774;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 05:10:07 PDT 2021,,,354P56DE9LDJQE92L10S96IZ35US79,A3U5D83UGFY23Y,Submitted,Fri Mar 12 04:17:11 PST 2021,Fri Mar 12 04:17:38 PST 2021,Mon Mar 15 05:17:38 PDT 2021,,,,27,0% (0/0),0% (0/0),0% (0/0),,"Enjoy a day of stunning reefs and beaches at Catalina Island. On this tour you will explore the “The Wall” & “Aquarium”, two reefs excellent for all levels of diving. 

This excursion is highly recommended for cruise ship guests, as the peer is situated right next to our dive center (5-min walk), provides a perfect infrastructure, no transportation required (therefore not included), ideal for divers and non-divers.",/Aquarium,,
363A7XIFV4WEFOQAWXCG5089YIJVAE,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 04:10:07 PST 2021,3,BatchId:4364774;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 05:10:07 PDT 2021,,,3ON104KXQL6FE88S38CM3J1AIG04WG,AKSLU0C30G3JT,Submitted,Fri Mar 12 04:14:13 PST 2021,Fri Mar 12 04:14:26 PST 2021,Mon Mar 15 05:14:26 PDT 2021,,,,13,0% (0/0),0% (0/0),0% (0/0),,"Enjoy a day of stunning reefs and beaches at Catalina Island. On this tour you will explore the “The Wall” & “Aquarium”, two reefs excellent for all levels of diving. 

This excursion is highly recommended for cruise ship guests, as the peer is situated right next to our dive center (5-min walk), provides a perfect infrastructure, no transportation required (therefore not included), ideal for divers and non-divers.",/diving,,
36818Z1KV3NU3FORCN6AM5GQ7YPA3V,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3OE22WJIGJY9B96L654YOYHITS4UQM,A3DQUOVL81OWGH,Submitted,Fri Mar 12 03:44:53 PST 2021,Fri Mar 12 03:45:22 PST 2021,Mon Mar 15 04:45:22 PDT 2021,,,,29,0% (0/0),0% (0/0),0% (0/0),,"Combine a Jamaican-style party and night swim in the enchanting Luminous Lagoon on a single tour. During the guided tour of the lagoon, watch the waters around you come alive with during a dip in the mangrove lake filled with glowing microorganisms. Learn about the natural phenomenon through your guide's commentary, then head back to dry land for a reggae and limbo party.",/swim,,
36818Z1KV3NU3FORCN6AM5GQ7YPA3V,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3OONKJ5DKDTRUYKZR1VZU3UUP6EOBQ,A2WZNLI23LGXBC,Submitted,Fri Mar 12 03:40:04 PST 2021,Fri Mar 12 03:40:32 PST 2021,Mon Mar 15 04:40:32 PDT 2021,,,,28,0% (0/0),0% (0/0),0% (0/0),,"Combine a Jamaican-style party and night swim in the enchanting Luminous Lagoon on a single tour. During the guided tour of the lagoon, watch the waters around you come alive with during a dip in the mangrove lake filled with glowing microorganisms. Learn about the natural phenomenon through your guide's commentary, then head back to dry land for a reggae and limbo party.",/Swimming,,
36818Z1KV3NU3FORCN6AM5GQ7YPA3V,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3RWE2M8QWIK8SQHDS6YXVXY68SD0N2,AKSLU0C30G3JT,Submitted,Fri Mar 12 03:41:27 PST 2021,Fri Mar 12 03:41:39 PST 2021,Mon Mar 15 04:41:39 PDT 2021,,,,12,0% (0/0),0% (0/0),0% (0/0),,"Combine a Jamaican-style party and night swim in the enchanting Luminous Lagoon on a single tour. During the guided tour of the lagoon, watch the waters around you come alive with during a dip in the mangrove lake filled with glowing microorganisms. Learn about the natural phenomenon through your guide's commentary, then head back to dry land for a reggae and limbo party.",/swim,,
34XASH8KLQW2C5237OTM8ZER6B6PM6,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,374TNBHA8C5QSIQQG61NRJNVPGEQYF,A2WZNLI23LGXBC,Submitted,Fri Mar 12 03:39:20 PST 2021,Fri Mar 12 03:39:42 PST 2021,Mon Mar 15 04:39:42 PDT 2021,,,,22,0% (0/0),0% (0/0),0% (0/0),,"Explore Martinican sweeties and culture on this food and walking tour in the downtown of the chief town of Fort-de-France. Sample local sweeties and beyond the bites, you’ll also experience the rich culture and architecture that Fort-de-France has to offer. This is a small-group tour, with a maximum of 10 people, ensuring a personalized experience.",/Tour,,
34XASH8KLQW2C5237OTM8ZER6B6PM6,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3WOKGM4L72QQABHPTLYAAMYBY2I0OH,AHXHM1PQTRWIQ,Submitted,Fri Mar 12 03:38:55 PST 2021,Fri Mar 12 03:41:41 PST 2021,Mon Mar 15 04:41:41 PDT 2021,,,,166,0% (0/0),0% (0/0),0% (0/0),,"Explore Martinican sweeties and culture on this food and walking tour in the downtown of the chief town of Fort-de-France. Sample local sweeties and beyond the bites, you’ll also experience the rich culture and architecture that Fort-de-France has to offer. This is a small-group tour, with a maximum of 10 people, ensuring a personalized experience.",Food and Walking Tour,,
34XASH8KLQW2C5237OTM8ZER6B6PM6,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3Y54SXRO1MVM3PYDN9YTT3S5DZ2TUY,AZPPTDTYRY6L8,Submitted,Fri Mar 12 03:40:32 PST 2021,Fri Mar 12 03:41:06 PST 2021,Mon Mar 15 04:41:06 PDT 2021,,,,34,0% (0/0),0% (0/0),0% (0/0),,"Explore Martinican sweeties and culture on this food and walking tour in the downtown of the chief town of Fort-de-France. Sample local sweeties and beyond the bites, you’ll also experience the rich culture and architecture that Fort-de-France has to offer. This is a small-group tour, with a maximum of 10 people, ensuring a personalized experience.",walking,,
307L9TDWJY21NYIGLRBF8B0Q65ON3S,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3LPW2N6LKUCKINNNMDGVQNMRXWHU59,A3U5D83UGFY23Y,Submitted,Fri Mar 12 03:43:26 PST 2021,Fri Mar 12 03:44:26 PST 2021,Mon Mar 15 04:44:26 PDT 2021,,,,60,0% (0/0),0% (0/0),0% (0/0),,"A hike up Jamaica's tallest peak may seem daunting, but with a guide in the lead to ensure your comfort and safety, you can focus on the scenery of the Blue Mountains. Lace up your hiking boots and make your way up the 7,200-foot (2,195-meter) Blue Mountain Peak, a UNESCO World Heritage Site, with a guide providing directions and commentary along the way. Learn about the region's geology, flora, and fauna through guided narrative and take a rest at the top of the peak to enjoy the panoramic views and snap photos.",/Blue Mountain Peak,,
307L9TDWJY21NYIGLRBF8B0Q65ON3S,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3SPJ033422D96VMDLGHEUIB9BLMYJW,AHXHM1PQTRWIQ,Submitted,Fri Mar 12 03:38:56 PST 2021,Fri Mar 12 03:41:53 PST 2021,Mon Mar 15 04:41:53 PDT 2021,,,,177,0% (0/0),0% (0/0),0% (0/0),,"A hike up Jamaica's tallest peak may seem daunting, but with a guide in the lead to ensure your comfort and safety, you can focus on the scenery of the Blue Mountains. Lace up your hiking boots and make your way up the 7,200-foot (2,195-meter) Blue Mountain Peak, a UNESCO World Heritage Site, with a guide providing directions and commentary along the way. Learn about the region's geology, flora, and fauna through guided narrative and take a rest at the top of the peak to enjoy the panoramic views and snap photos.",Hiking,,
307L9TDWJY21NYIGLRBF8B0Q65ON3S,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3Y9N9SS8LZLVN6PXMZ2D1QKJX0V3DI,A2WZNLI23LGXBC,Submitted,Fri Mar 12 03:38:46 PST 2021,Fri Mar 12 03:39:18 PST 2021,Mon Mar 15 04:39:18 PDT 2021,,,,32,0% (0/0),0% (0/0),0% (0/0),,"A hike up Jamaica's tallest peak may seem daunting, but with a guide in the lead to ensure your comfort and safety, you can focus on the scenery of the Blue Mountains. Lace up your hiking boots and make your way up the 7,200-foot (2,195-meter) Blue Mountain Peak, a UNESCO World Heritage Site, with a guide providing directions and commentary along the way. Learn about the region's geology, flora, and fauna through guided narrative and take a rest at the top of the peak to enjoy the panoramic views and snap photos.",/Hiking,,
3V0TR1NRVACFLB7VC1BTWA8WLYLA4G,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,34FNN24DCNJ1ZW7SWEDKT8S4TKS5YI,A2WZNLI23LGXBC,Submitted,Fri Mar 12 03:39:44 PST 2021,Fri Mar 12 03:40:01 PST 2021,Mon Mar 15 04:40:01 PDT 2021,,,,17,0% (0/0),0% (0/0),0% (0/0),,"Allow one of our skippers to swift you away to some of the best beaches in the US and British Virgin Islands. Enjoy a comfortable and hassle-free experience onboard one of our 35' Private Boat charters. Climb on board one of our comfortable boats and allow our captains to customize the itinerary to you, experiencing premier snorkel and swim locations such as Lovango Cay, Maho Bay, The Baths and so much more. Enjoy your day and allow us to complete your experience. Snorkel Gear, floats, music and full-size cooler on board as well as hotel pick up.

• Visit prime Virgin island beaches onboard your private boat charter from St Thomas or St John.
• Premier Snorkel and swim locations as well as hidden treasures you may otherwise miss.
• Worry-Free beach hopping: skippered powerboat 
• Customizable Itinerary
• Snorkel gear, floats, music, cooler and hotel pickup included.
• Relax and Enjoy 
",/Snorkelling,,
3V0TR1NRVACFLB7VC1BTWA8WLYLA4G,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3OB0CAO74IZDFPRNXGETI5VUYTIYHR,AHXHM1PQTRWIQ,Submitted,Fri Mar 12 03:38:51 PST 2021,Fri Mar 12 03:40:30 PST 2021,Mon Mar 15 04:40:30 PDT 2021,,,,99,0% (0/0),0% (0/0),0% (0/0),,"Allow one of our skippers to swift you away to some of the best beaches in the US and British Virgin Islands. Enjoy a comfortable and hassle-free experience onboard one of our 35' Private Boat charters. Climb on board one of our comfortable boats and allow our captains to customize the itinerary to you, experiencing premier snorkel and swim locations such as Lovango Cay, Maho Bay, The Baths and so much more. Enjoy your day and allow us to complete your experience. Snorkel Gear, floats, music and full-size cooler on board as well as hotel pick up.

• Visit prime Virgin island beaches onboard your private boat charter from St Thomas or St John.
• Premier Snorkel and swim locations as well as hidden treasures you may otherwise miss.
• Worry-Free beach hopping: skippered powerboat 
• Customizable Itinerary
• Snorkel gear, floats, music, cooler and hotel pickup included.
• Relax and Enjoy 
",Snorkeling,,
3V0TR1NRVACFLB7VC1BTWA8WLYLA4G,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3VELCLL3GLTWBNPEQ1JK1X87BTX1FZ,AKSLU0C30G3JT,Submitted,Fri Mar 12 03:40:09 PST 2021,Fri Mar 12 03:41:25 PST 2021,Mon Mar 15 04:41:25 PDT 2021,,,,76,0% (0/0),0% (0/0),0% (0/0),,"Allow one of our skippers to swift you away to some of the best beaches in the US and British Virgin Islands. Enjoy a comfortable and hassle-free experience onboard one of our 35' Private Boat charters. Climb on board one of our comfortable boats and allow our captains to customize the itinerary to you, experiencing premier snorkel and swim locations such as Lovango Cay, Maho Bay, The Baths and so much more. Enjoy your day and allow us to complete your experience. Snorkel Gear, floats, music and full-size cooler on board as well as hotel pick up.

• Visit prime Virgin island beaches onboard your private boat charter from St Thomas or St John.
• Premier Snorkel and swim locations as well as hidden treasures you may otherwise miss.
• Worry-Free beach hopping: skippered powerboat 
• Customizable Itinerary
• Snorkel gear, floats, music, cooler and hotel pickup included.
• Relax and Enjoy 
",/swim,,
39KV3A5D18HG4UB8VZVRKMMCY6I7ST,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3FUI0JHJPY8X5EN0TAW1OHY76N633K,A2WZNLI23LGXBC,Submitted,Fri Mar 12 03:38:12 PST 2021,Fri Mar 12 03:38:43 PST 2021,Mon Mar 15 04:38:43 PDT 2021,,,,31,0% (0/0),0% (0/0),0% (0/0),,"Freediving is about learning to experience the acquatic world in a different way. Free of any heavy equipment and with only a mask, snorkel and fins you will glide through the water and have special interactions with the marine life.
Most importantly, you will learn to enjoy the water in a very unique way and take your snorkel skills to the next level.
Freediving can change your life forever.",/Snorkelling,,
39KV3A5D18HG4UB8VZVRKMMCY6I7ST,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3GNCZX450JX4WOR80N8IOSFEHTQAPZ,A24JKHC4HTY6CD,Submitted,Fri Mar 12 03:39:31 PST 2021,Fri Mar 12 03:43:47 PST 2021,Mon Mar 15 04:43:47 PDT 2021,,,,256,0% (0/0),0% (0/0),0% (0/0),,"Freediving is about learning to experience the acquatic world in a different way. Free of any heavy equipment and with only a mask, snorkel and fins you will glide through the water and have special interactions with the marine life.
Most importantly, you will learn to enjoy the water in a very unique way and take your snorkel skills to the next level.
Freediving can change your life forever.",/DRIVING,,
39KV3A5D18HG4UB8VZVRKMMCY6I7ST,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3IGI0VL648UTV79WUR08LYUO6VSNOE,AHXHM1PQTRWIQ,Submitted,Fri Mar 12 03:38:44 PST 2021,Fri Mar 12 03:39:21 PST 2021,Mon Mar 15 04:39:21 PDT 2021,,,,37,0% (0/0),0% (0/0),0% (0/0),,"Freediving is about learning to experience the acquatic world in a different way. Free of any heavy equipment and with only a mask, snorkel and fins you will glide through the water and have special interactions with the marine life.
Most importantly, you will learn to enjoy the water in a very unique way and take your snorkel skills to the next level.
Freediving can change your life forever.",Freediving,,
3E22YV8GG1G8UNN3JP8MLE3RB1GPN6,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3J4Q2Z4UTZDM3DVQ15JZ6M2FE8EQWG,AHXHM1PQTRWIQ,Submitted,Fri Mar 12 03:38:54 PST 2021,Fri Mar 12 03:41:21 PST 2021,Mon Mar 15 04:41:21 PDT 2021,,,,147,0% (0/0),0% (0/0),0% (0/0),,"Travel to the Blue Hole and Secret Falls on this all-day guided tour. Along the scenic drive, make a brief stop at Columbus Park before reaching the Blue Hole and Secret Falls where you can swim in the waters of the natural mineral pool that’s surrounded by a lush rainforest. Plus do some shopping and enjoy lunch at a local restaurant (at your own expense).",Swimming,,
3E22YV8GG1G8UNN3JP8MLE3RB1GPN6,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3KWTYT0871DHZX0TDZOUZ0Q8K5O5LQ,A26X8BQELDQSGH,Submitted,Fri Mar 12 03:38:42 PST 2021,Fri Mar 12 03:40:33 PST 2021,Mon Mar 15 04:40:33 PDT 2021,,,,111,0% (0/0),0% (0/0),0% (0/0),,"Travel to the Blue Hole and Secret Falls on this all-day guided tour. Along the scenic drive, make a brief stop at Columbus Park before reaching the Blue Hole and Secret Falls where you can swim in the waters of the natural mineral pool that’s surrounded by a lush rainforest. Plus do some shopping and enjoy lunch at a local restaurant (at your own expense).",/Swimming,,
3E22YV8GG1G8UNN3JP8MLE3RB1GPN6,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3LOTDFNYA89PCO5HNP85UNY1765WFS,A2OATZCX1YXE77,Submitted,Fri Mar 12 03:39:53 PST 2021,Fri Mar 12 03:41:23 PST 2021,Mon Mar 15 04:41:23 PDT 2021,,,,90,0% (0/0),0% (0/0),0% (0/0),,"Travel to the Blue Hole and Secret Falls on this all-day guided tour. Along the scenic drive, make a brief stop at Columbus Park before reaching the Blue Hole and Secret Falls where you can swim in the waters of the natural mineral pool that’s surrounded by a lush rainforest. Plus do some shopping and enjoy lunch at a local restaurant (at your own expense).","/travel, stop, drive, reaching, swim, shopping, enjoy, lunch",,
