HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Object,Input.Overview,Answer.“Activity”,Approve,Reject
3KL228NDMVW19491JTQJZD8VGFOKGS,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3B1NLC6UG0656F4BMN0SKEQHFO3GPH,A2OATZCX1YXE77,Submitted,Fri Mar 12 03:41:23 PST 2021,Fri Mar 12 03:44:55 PST 2021,Mon Mar 15 04:44:55 PDT 2021,,,,212,0% (0/0),0% (0/0),0% (0/0),,"Cruise around the islands of Turks and Caicos in style! Charter a private boat up to 8 people ($99 for each additional person after 8 - PLEASE CALL IF BOOKING FOR MORE THAN 8) for only your family and personalize a day you'll never forget! We use our group tours, half-day Snorkel and Conch Cruise and Dream Day Getaway, as a foundation for your charter and then customize the trip to the interests of the group.Please use the additional comments section to make any requests you may have!","/cruise, charter, call, booking, personalize, tours, snorkel, getaway, trip",,
3KL228NDMVW19491JTQJZD8VGFOKGS,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3FPRZHYEPZHHHNPJDK277CQQX703VI,A3U5D83UGFY23Y,Submitted,Fri Mar 12 03:48:29 PST 2021,Fri Mar 12 03:49:46 PST 2021,Mon Mar 15 04:49:46 PDT 2021,,,,77,0% (0/0),0% (0/0),0% (0/0),,"Cruise around the islands of Turks and Caicos in style! Charter a private boat up to 8 people ($99 for each additional person after 8 - PLEASE CALL IF BOOKING FOR MORE THAN 8) for only your family and personalize a day you'll never forget! We use our group tours, half-day Snorkel and Conch Cruise and Dream Day Getaway, as a foundation for your charter and then customize the trip to the interests of the group.Please use the additional comments section to make any requests you may have!",/Snorkel and Conch Cruise and Dream Day Getaway,,
3KL228NDMVW19491JTQJZD8VGFOKGS,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3JJVG1YBEC75MOEHMMZ0LXU38BA5B3,A4D99Y82KOLC8,Submitted,Fri Mar 12 03:38:11 PST 2021,Fri Mar 12 03:38:41 PST 2021,Mon Mar 15 04:38:41 PDT 2021,,,,30,0% (0/0),0% (0/0),0% (0/0),,"Cruise around the islands of Turks and Caicos in style! Charter a private boat up to 8 people ($99 for each additional person after 8 - PLEASE CALL IF BOOKING FOR MORE THAN 8) for only your family and personalize a day you'll never forget! We use our group tours, half-day Snorkel and Conch Cruise and Dream Day Getaway, as a foundation for your charter and then customize the trip to the interests of the group.Please use the additional comments section to make any requests you may have!",snorkel,,
34OWYT6U3WRVOZW55KZXUG7VKY4I9O,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,33TIN5LC05KK0J94Z4Q15OX6FGB9YD,AHXHM1PQTRWIQ,Submitted,Fri Mar 12 03:42:49 PST 2021,Fri Mar 12 03:45:01 PST 2021,Mon Mar 15 04:45:01 PDT 2021,,,,132,0% (0/0),0% (0/0),0% (0/0),,"Discover the highlights of St. Lucia by land and sea on this guided all-day tour. First, drive through banana plantations on your way to Soufriere where you'll be able to view the island’s landmark Pitons. Also make stops at the Sulphur Springs, Diamond Waterfalls, and Botanical Gardens. Following lunch, take a boat ride along the coastline. You'll be able to snorkel along the way.","Boat Ride, Snorkeling",,
34OWYT6U3WRVOZW55KZXUG7VKY4I9O,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,34X6J5FLPU80XTVRU60KHW87CC6QJM,A3DQUOVL81OWGH,Submitted,Fri Mar 12 03:45:25 PST 2021,Fri Mar 12 03:46:21 PST 2021,Mon Mar 15 04:46:21 PDT 2021,,,,56,0% (0/0),0% (0/0),0% (0/0),,"Discover the highlights of St. Lucia by land and sea on this guided all-day tour. First, drive through banana plantations on your way to Soufriere where you'll be able to view the island’s landmark Pitons. Also make stops at the Sulphur Springs, Diamond Waterfalls, and Botanical Gardens. Following lunch, take a boat ride along the coastline. You'll be able to snorkel along the way.","/tour,riding,snorkel",,
34OWYT6U3WRVOZW55KZXUG7VKY4I9O,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3XCC1ODXDMLHVHE42B9TJNUYMTZQRD,AZPPTDTYRY6L8,Submitted,Fri Mar 12 03:38:38 PST 2021,Fri Mar 12 03:40:21 PST 2021,Mon Mar 15 04:40:21 PDT 2021,,,,103,0% (0/0),0% (0/0),0% (0/0),,"Discover the highlights of St. Lucia by land and sea on this guided all-day tour. First, drive through banana plantations on your way to Soufriere where you'll be able to view the island’s landmark Pitons. Also make stops at the Sulphur Springs, Diamond Waterfalls, and Botanical Gardens. Following lunch, take a boat ride along the coastline. You'll be able to snorkel along the way.","boat ride, snorkel",,
3JU8CV4BRLMQC8NFK48Z033W1BLPOL,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3570Y55XZQTZFTWCDAWBX5JTJT6GYB,AKSLU0C30G3JT,Submitted,Fri Mar 12 03:41:40 PST 2021,Fri Mar 12 03:41:59 PST 2021,Mon Mar 15 04:41:59 PDT 2021,,,,19,0% (0/0),0% (0/0),0% (0/0),,"Drive to Macao Beach in the driver’s or passenger seat of your own dune buggy, with transfers from Punta Cana. Each vehicle has an automatic transmission and is custom-built to tear up the Dominican Republic's rugged back roads. This half-day guided tour includes a tasting stop at a plantation and a cenote swim before free time to explore the sun-kissed sand.",/drive,,
3JU8CV4BRLMQC8NFK48Z033W1BLPOL,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3A1COHJ8NK5Y0J05KCGZJS7S5EG8HO,A3VLGVKJOHU58D,Submitted,Fri Mar 12 03:40:09 PST 2021,Fri Mar 12 03:43:52 PST 2021,Mon Mar 15 04:43:52 PDT 2021,,,,223,0% (0/0),0% (0/0),0% (0/0),,"Drive to Macao Beach in the driver’s or passenger seat of your own dune buggy, with transfers from Punta Cana. Each vehicle has an automatic transmission and is custom-built to tear up the Dominican Republic's rugged back roads. This half-day guided tour includes a tasting stop at a plantation and a cenote swim before free time to explore the sun-kissed sand.","/drive, tasting, swim, explore",,
3JU8CV4BRLMQC8NFK48Z033W1BLPOL,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3U0SRXB7CEFWSK1CMJHCFTZTHICNRN,AHXHM1PQTRWIQ,Submitted,Fri Mar 12 03:38:52 PST 2021,Fri Mar 12 03:40:58 PST 2021,Mon Mar 15 04:40:58 PDT 2021,,,,126,0% (0/0),0% (0/0),0% (0/0),,"Drive to Macao Beach in the driver’s or passenger seat of your own dune buggy, with transfers from Punta Cana. Each vehicle has an automatic transmission and is custom-built to tear up the Dominican Republic's rugged back roads. This half-day guided tour includes a tasting stop at a plantation and a cenote swim before free time to explore the sun-kissed sand.",Dune Buggy Riding,,
3VEI3XUCZR7T9LFVCWP3UY81CY5RPW,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3DL65MZB8EPOSCZGBNOY0B6Y3P9ECK,A3U5D83UGFY23Y,Submitted,Fri Mar 12 03:41:39 PST 2021,Fri Mar 12 03:43:20 PST 2021,Mon Mar 15 04:43:20 PDT 2021,,,,101,0% (0/0),0% (0/0),0% (0/0),,"Are you ready to explore St. Maarten / St. Martin in an amazing way!! Well get ready- we are here to help you create a memorable tour. Choose each stop you would like to visit and we will help you with the best affordable rate.
TOUR STOPS
Iguanna Park
Bird Park
Horse Back Ridding 
Beach Hopping 
City Shopping 
Fort Luis 
and much more",/St. Maarten / St. Martin,,
3VEI3XUCZR7T9LFVCWP3UY81CY5RPW,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3KYQYYSHYWHK9VIJ5XM5PTIUSRTOD0,A10042UW3Q59GF,Submitted,Fri Mar 12 04:08:38 PST 2021,Fri Mar 12 04:10:35 PST 2021,Mon Mar 15 05:10:35 PDT 2021,,,,117,0% (0/0),0% (0/0),0% (0/0),,"Are you ready to explore St. Maarten / St. Martin in an amazing way!! Well get ready- we are here to help you create a memorable tour. Choose each stop you would like to visit and we will help you with the best affordable rate.
TOUR STOPS
Iguanna Park
Bird Park
Horse Back Ridding 
Beach Hopping 
City Shopping 
Fort Luis 
and much more",Iguanna Park/ Bird Park/ Horse Back Ridding/ Beach/ Hopping City/ Shopping/ Fort Luis,,
3VEI3XUCZR7T9LFVCWP3UY81CY5RPW,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Fri Mar 12 03:37:18 PST 2021,3,BatchId:4364750;OriginalHitTemplateId:928390909;,300,259200,Fri Mar 19 04:37:18 PDT 2021,,,3WR9XG3T64L0OT7RV04AB32TPPP47C,AJ43O59MBI55L,Submitted,Fri Mar 12 03:49:07 PST 2021,Fri Mar 12 03:50:57 PST 2021,Mon Mar 15 04:50:57 PDT 2021,,,,110,0% (0/0),0% (0/0),0% (0/0),,"Are you ready to explore St. Maarten / St. Martin in an amazing way!! Well get ready- we are here to help you create a memorable tour. Choose each stop you would like to visit and we will help you with the best affordable rate.
TOUR STOPS
Iguanna Park
Bird Park
Horse Back Ridding 
Beach Hopping 
City Shopping 
Fort Luis 
and much more",/GUIDING,,
3LB1BGHFL260YEKO78QH742V4NRTYP,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,3H8DHMCCWAL1J4X475UCIC1L8GQKD7,A24JKHC4HTY6CD,Submitted,Thu Mar 11 05:00:34 PST 2021,Thu Mar 11 05:01:24 PST 2021,Sun Mar 14 06:01:24 PDT 2021,,,,50,0% (0/0),0% (0/0),0% (0/0),swim,"Get a personalized Blue Hole experience on a private tour from Ocho Rios. In the comfort of a private vehicle, travel from your hotel to this natural playground tucked into the Jamaican jungle, where you can swim in the bright blue waters, leap from a rope swing, and relax beneath waterfalls. Along the way, get a new perspective on the history and local culture of Ocho Rios.",swim,,
3LB1BGHFL260YEKO78QH742V4NRTYP,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,3QHK8ZVMINSJODH2E9F72MQ0UVJLB4,A3OVE49GVEJT8B,Submitted,Thu Mar 11 05:03:50 PST 2021,Thu Mar 11 05:05:56 PST 2021,Sun Mar 14 06:05:56 PDT 2021,,,,126,0% (0/0),0% (0/0),0% (0/0),swim,"Get a personalized Blue Hole experience on a private tour from Ocho Rios. In the comfort of a private vehicle, travel from your hotel to this natural playground tucked into the Jamaican jungle, where you can swim in the bright blue waters, leap from a rope swing, and relax beneath waterfalls. Along the way, get a new perspective on the history and local culture of Ocho Rios.",swimming,,
3LB1BGHFL260YEKO78QH742V4NRTYP,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,3MRNMEIQW6GC3AFMS56DXCE0XGULDA,A4D99Y82KOLC8,Submitted,Thu Mar 11 04:54:58 PST 2021,Thu Mar 11 04:57:02 PST 2021,Sun Mar 14 05:57:02 PDT 2021,,,,124,0% (0/0),0% (0/0),0% (0/0),swim,"Get a personalized Blue Hole experience on a private tour from Ocho Rios. In the comfort of a private vehicle, travel from your hotel to this natural playground tucked into the Jamaican jungle, where you can swim in the bright blue waters, leap from a rope swing, and relax beneath waterfalls. Along the way, get a new perspective on the history and local culture of Ocho Rios.",rope swing,,
38LRF35D5L6EIO2PISN1M6SKE043UL,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,3GLB5JMZFY5WHI1LHE9XKK9S1Z9DGX,A1BYS45FAD0HWD,Submitted,Thu Mar 11 05:04:43 PST 2021,Thu Mar 11 05:05:05 PST 2021,Sun Mar 14 06:05:05 PDT 2021,,,,22,0% (0/0),0% (0/0),0% (0/0),,"Jet extreme offers one of the finest way to experience this unique island freely jet ski / flyboard / hoverboard . The team offers its professionalism and perfect knowledge of the site to make you live unforgettable moments in an atmosphere and decor dreams. Latest equipment, optimum safety, personalized service, everything is made to offer you a tailor made holiday, tailored to your expectations.",Jet Skiing,,
38LRF35D5L6EIO2PISN1M6SKE043UL,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,3SBEHTYCWODDBK273YWEIHW9Y06YIH,A24JKHC4HTY6CD,Submitted,Thu Mar 11 05:00:36 PST 2021,Thu Mar 11 05:02:00 PST 2021,Sun Mar 14 06:02:00 PDT 2021,,,,84,0% (0/0),0% (0/0),0% (0/0),,"Jet extreme offers one of the finest way to experience this unique island freely jet ski / flyboard / hoverboard . The team offers its professionalism and perfect knowledge of the site to make you live unforgettable moments in an atmosphere and decor dreams. Latest equipment, optimum safety, personalized service, everything is made to offer you a tailor made holiday, tailored to your expectations.",/RIDING,,
38LRF35D5L6EIO2PISN1M6SKE043UL,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,31N2WW6R9S0SLQ3TD5X3PQN497KF32,ABBHVKPQIC5PV,Submitted,Thu Mar 11 05:02:30 PST 2021,Thu Mar 11 05:03:11 PST 2021,Sun Mar 14 06:03:11 PDT 2021,,,,41,0% (0/0),0% (0/0),0% (0/0),,"Jet extreme offers one of the finest way to experience this unique island freely jet ski / flyboard / hoverboard . The team offers its professionalism and perfect knowledge of the site to make you live unforgettable moments in an atmosphere and decor dreams. Latest equipment, optimum safety, personalized service, everything is made to offer you a tailor made holiday, tailored to your expectations.","/ swimming, riding, snorkeling",,
3SD15I2WD24TGDCOMAPY60E4BEM63M,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,38BQUHLA9XANDPOWIQL88J5O1ZSMOB,A24JKHC4HTY6CD,Submitted,Thu Mar 11 05:00:50 PST 2021,Thu Mar 11 05:02:26 PST 2021,Sun Mar 14 06:02:26 PDT 2021,,,,96,0% (0/0),0% (0/0),0% (0/0),,"For anyone looking to party in Punta Cana—for Spring break, birthday celebrations, and bachelor parties—this 3-hour snorkel cruise may fit the bill. Drink rum or beer from the floating bar accompanied by nachos and fresh fruit to keep hydrated. Snorkeling gear is provided so you can make use of swimming around Playa Bibijagua.",/SNORKELING,,
3SD15I2WD24TGDCOMAPY60E4BEM63M,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,36ZN444YTS81H6Y5XBNGGQY7KQ7IOQ,A2BNQ8VAMP3ZYO,Submitted,Thu Mar 11 04:54:53 PST 2021,Thu Mar 11 04:58:04 PST 2021,Sun Mar 14 05:58:04 PDT 2021,,,,191,0% (0/0),0% (0/0),0% (0/0),,"For anyone looking to party in Punta Cana—for Spring break, birthday celebrations, and bachelor parties—this 3-hour snorkel cruise may fit the bill. Drink rum or beer from the floating bar accompanied by nachos and fresh fruit to keep hydrated. Snorkeling gear is provided so you can make use of swimming around Playa Bibijagua.",/party,,
3SD15I2WD24TGDCOMAPY60E4BEM63M,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,3L6L49WXW17L1PT877PDDJOXYD254U,A3DTLM6EVD4EVV,Submitted,Thu Mar 11 05:02:33 PST 2021,Thu Mar 11 05:03:51 PST 2021,Sun Mar 14 06:03:51 PDT 2021,,,,78,0% (0/0),0% (0/0),0% (0/0),,"For anyone looking to party in Punta Cana—for Spring break, birthday celebrations, and bachelor parties—this 3-hour snorkel cruise may fit the bill. Drink rum or beer from the floating bar accompanied by nachos and fresh fruit to keep hydrated. Snorkeling gear is provided so you can make use of swimming around Playa Bibijagua.","/Snorkeling, Swimming",,
3ZCC2DXSD7EWF0JIHEDGFLUAJP9YYJ,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,31Z0PCVWULPK5EMHA15IJBEL5IDT7S,A24JKHC4HTY6CD,Submitted,Thu Mar 11 04:56:16 PST 2021,Thu Mar 11 04:56:32 PST 2021,Sun Mar 14 05:56:32 PDT 2021,,,,16,0% (0/0),0% (0/0),0% (0/0),,"Experience the natural beauty of Jamaica on a full-day tour from Ocho Rios. Cool off at the waterfall pools of the Blue Hole, go horseback riding in the countryside, and view the Caribbean Sea and rain forest. Visit a Jamaican jerk eatery for a taste of traditional dishes, and go shopping on a tour led by a guide who shares live commentary about the region.",/SHOPPING,,
3ZCC2DXSD7EWF0JIHEDGFLUAJP9YYJ,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,3PXX5PX6LY82SUQYHIQHT8AP0JKABB,A3DTLM6EVD4EVV,Submitted,Thu Mar 11 05:04:16 PST 2021,Thu Mar 11 05:04:55 PST 2021,Sun Mar 14 06:04:55 PDT 2021,,,,39,0% (0/0),0% (0/0),0% (0/0),,"Experience the natural beauty of Jamaica on a full-day tour from Ocho Rios. Cool off at the waterfall pools of the Blue Hole, go horseback riding in the countryside, and view the Caribbean Sea and rain forest. Visit a Jamaican jerk eatery for a taste of traditional dishes, and go shopping on a tour led by a guide who shares live commentary about the region.","/Horseriding, Shopping",,
3ZCC2DXSD7EWF0JIHEDGFLUAJP9YYJ,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,3X65QVEQI1X2YI98S9B2D6WICGILCA,A3TNLC6XGYNDKS,Submitted,Thu Mar 11 04:54:52 PST 2021,Thu Mar 11 04:56:48 PST 2021,Sun Mar 14 05:56:48 PDT 2021,,,,116,0% (0/0),0% (0/0),0% (0/0),,"Experience the natural beauty of Jamaica on a full-day tour from Ocho Rios. Cool off at the waterfall pools of the Blue Hole, go horseback riding in the countryside, and view the Caribbean Sea and rain forest. Visit a Jamaican jerk eatery for a taste of traditional dishes, and go shopping on a tour led by a guide who shares live commentary about the region.",/horseback riding,,
3H5TOKO3D9TEY9VSMOUHG56APEI647,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,3QIYRE09Y4R8ZF2VOP2X92HGDETN1Q,A1V70LAP4UDYV6,Submitted,Thu Mar 11 05:12:44 PST 2021,Thu Mar 11 05:13:55 PST 2021,Sun Mar 14 06:13:55 PDT 2021,,,,71,0% (0/0),0% (0/0),0% (0/0),,"This combination tour includes both Dunn's River Falls and Blue Hole, two popular attractions near Ocho Rios. This family-friendly excursion features hiking to the waterfalls, cliff jumping at the Blue Hole, Tarzan rope swinging, and more. Entrance fees to the falls and Blue Hole are not included in the tour price.","hiking, cliff jumping, rope swinging",,
3H5TOKO3D9TEY9VSMOUHG56APEI647,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,3ND9UOO81LCBCGFD90B3P03L4W0WLU,A24JKHC4HTY6CD,Submitted,Thu Mar 11 04:55:41 PST 2021,Thu Mar 11 04:56:21 PST 2021,Sun Mar 14 05:56:21 PDT 2021,,,,40,0% (0/0),0% (0/0),0% (0/0),,"This combination tour includes both Dunn's River Falls and Blue Hole, two popular attractions near Ocho Rios. This family-friendly excursion features hiking to the waterfalls, cliff jumping at the Blue Hole, Tarzan rope swinging, and more. Entrance fees to the falls and Blue Hole are not included in the tour price.",/JUMPING,,
3H5TOKO3D9TEY9VSMOUHG56APEI647,3EOS91U1VZLKRJZQ1E4CSQP1ZZYYBJ,Pick activity name from text,Pick activity name from text,,$0.05,Thu Mar 11 04:54:32 PST 2021,3,BatchId:4363370;OriginalHitTemplateId:928390909;,300,259200,Thu Mar 18 05:54:32 PDT 2021,,,32VNZTT0A8EA6CR64E2GGKTTQVR4R7,A3KQEFX15OV461,Submitted,Thu Mar 11 05:01:37 PST 2021,Thu Mar 11 05:02:51 PST 2021,Sun Mar 14 06:02:51 PDT 2021,,,,74,0% (0/0),0% (0/0),0% (0/0),,"This combination tour includes both Dunn's River Falls and Blue Hole, two popular attractions near Ocho Rios. This family-friendly excursion features hiking to the waterfalls, cliff jumping at the Blue Hole, Tarzan rope swinging, and more. Entrance fees to the falls and Blue Hole are not included in the tour price.","/hiking, cliff jumping, rope swinging",,